id,full_name,gender,part_time_job,weekly_self_study_hours,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,average_score
830,Bobby Valdez,male,True,24.0,97.0,80.0,67.0,71.0,75.0,96.0,100.0,91.0
831,Mary Bird,female,False,0.0,92.0,65.0,95.0,60.0,93.0,69.0,82.0,75.33
832,Andrew Rodriguez,male,True,0.0,81.0,77.0,92.0,97.0,62.0,65.0,92.0,74.33
833,Melanie Carter,female,False,3.0,99.0,69.0,71.0,84.0,96.0,84.0,69.0,84.0
834,Randy Lopez,male,False,26.0,97.0,100.0,87.0,90.0,96.0,86.0,93.0,94.33
835,David Cole,male,False,31.0,80.0,87.0,94.0,68.0,89.0,82.0,76.0,83.0
836,Jennifer Baxter,female,False,20.0,88.0,62.0,91.0,83.0,97.0,83.0,63.0,77.67
837,Shannon Graham,female,False,9.0,95.0,72.0,99.0,67.0,83.0,78.0,65.0,81.67
838,Stephanie Bush,female,False,15.0,90.0,81.0,69.0,70.0,95.0,97.0,62.0,89.33
839,Keith Tanner,male,False,1.0,77.0,89.0,50.0,82.0,71.0,78.0,70.0,81.33
840,Robert Anderson,male,True,4.0,82.0,69.0,91.0,95.0,82.0,85.0,60.0,78.67
841,Matthew Cantu,male,False,2.0,90.0,74.0,88.0,97.0,88.0,73.0,66.0,79.0
842,Heather Johnson,female,False,32.0,94.0,90.0,81.0,82.0,100.0,82.0,98.0,88.67
843,Lee Taylor,male,True,2.0,87.0,84.0,76.0,87.0,65.0,80.0,72.0,83.67
844,Jessica Williams,female,True,2.0,86.0,66.0,88.0,98.0,68.0,79.0,77.0,77.0
845,Holly Sanchez,female,False,19.0,84.0,85.0,83.0,69.0,82.0,91.0,69.0,86.67
846,James Ray,male,False,12.0,86.0,63.0,85.0,64.0,98.0,97.0,86.0,82.0
847,William Hernandez,male,False,5.0,70.0,66.0,98.0,96.0,64.0,65.0,91.0,67.0
848,Lisa Brown,female,False,22.0,87.0,94.0,72.0,93.0,44.0,92.0,83.0,91.0
849,Kevin York,male,True,1.0,47.0,78.0,75.0,62.0,61.0,55.0,93.0,60.0
850,Benjamin Davis,male,False,21.0,96.0,63.0,77.0,93.0,61.0,86.0,83.0,81.67
851,Sarah Nielsen,female,True,5.0,54.0,93.0,96.0,59.0,84.0,79.0,93.0,75.33
852,Elizabeth Parks,female,False,5.0,59.0,100.0,64.0,68.0,86.0,89.0,91.0,82.67
853,Deborah Moore,female,False,8.0,92.0,99.0,93.0,82.0,97.0,70.0,79.0,87.0
854,Michael Anderson,male,False,25.0,100.0,62.0,78.0,74.0,72.0,73.0,78.0,78.33
855,Brian Adams,male,False,34.0,92.0,81.0,84.0,84.0,84.0,66.0,74.0,79.67
856,Anthony Silva,male,False,0.0,75.0,66.0,91.0,73.0,100.0,94.0,67.0,78.33
857,Melinda Velazquez,female,False,34.0,93.0,74.0,63.0,97.0,64.0,61.0,92.0,76.0
858,Andre Hoffman,male,False,31.0,100.0,96.0,67.0,63.0,91.0,96.0,84.0,97.33
859,Vanessa Coleman,female,True,1.0,80.0,84.0,67.0,96.0,88.0,94.0,86.0,86.0
860,Stephanie Hernandez,female,False,28.0,100.0,92.0,66.0,96.0,76.0,88.0,77.0,93.33
861,Timothy David,male,True,5.0,52.0,65.0,74.0,71.0,63.0,59.0,67.0,58.67
862,Carol Cortez,female,False,26.0,95.0,69.0,91.0,67.0,67.0,70.0,71.0,78.0
863,Justin Kelly,male,False,21.0,100.0,67.0,100.0,65.0,67.0,92.0,67.0,86.33
864,George King,male,False,22.0,96.0,73.0,90.0,84.0,64.0,75.0,62.0,81.33
865,Ashley Craig,female,False,30.0,60.0,67.0,94.0,74.0,71.0,98.0,74.0,75.0
866,Patricia Sullivan,female,True,2.0,51.0,98.0,90.0,54.0,77.0,80.0,71.0,76.33
867,David Jones,male,False,24.0,85.0,100.0,93.0,64.0,81.0,78.0,64.0,87.67
868,Cody Smith,male,False,15.0,76.0,86.0,68.0,83.0,82.0,67.0,69.0,76.33
869,Joseph Jackson,male,False,24.0,92.0,63.0,87.0,92.0,81.0,78.0,74.0,77.67
870,Adam Edwards,male,False,3.0,90.0,89.0,95.0,73.0,79.0,98.0,68.0,92.33
871,Brian Morales,male,True,4.0,73.0,53.0,68.0,60.0,95.0,96.0,99.0,74.0
872,Melissa Fry,female,False,42.0,90.0,89.0,92.0,93.0,97.0,92.0,100.0,90.33
873,Lori Jacobson,female,False,24.0,87.0,87.0,86.0,91.0,90.0,75.0,79.0,83.0
874,Jessica Shannon,female,False,0.0,93.0,96.0,70.0,92.0,65.0,90.0,84.0,93.0
875,Sharon Ramirez,female,False,4.0,75.0,91.0,68.0,86.0,81.0,72.0,89.0,79.33
876,Nicole Rice,female,False,25.0,96.0,100.0,99.0,82.0,79.0,95.0,89.0,97.0
877,Alison Webster,female,True,1.0,63.0,75.0,68.0,63.0,63.0,73.0,79.0,70.33
878,Alexander Mitchell,male,False,35.0,85.0,90.0,89.0,98.0,100.0,97.0,95.0,90.67
879,Bryan Grimes,male,False,20.0,93.0,61.0,65.0,77.0,97.0,90.0,90.0,81.33
880,Nicole Mcdonald,female,False,11.0,60.0,92.0,82.0,65.0,82.0,91.0,67.0,81.0
881,Christopher Ramirez,male,True,21.0,95.0,91.0,63.0,83.0,75.0,73.0,74.0,86.33
882,Lawrence Fields,male,True,1.0,61.0,73.0,76.0,51.0,76.0,50.0,77.0,61.33
883,Rebecca Molina,female,False,15.0,97.0,81.0,65.0,70.0,62.0,96.0,75.0,91.33
884,John Castillo,male,False,33.0,90.0,64.0,91.0,93.0,86.0,91.0,97.0,81.67
885,Sandra Davis,female,True,4.0,90.0,100.0,80.0,66.0,63.0,69.0,66.0,86.33
886,Andrew Smith,male,False,24.0,85.0,74.0,68.0,68.0,75.0,78.0,95.0,79.0
887,Elizabeth Smith,female,False,13.0,82.0,87.0,98.0,73.0,74.0,89.0,66.0,86.0
888,Scott Schultz,male,True,5.0,95.0,88.0,66.0,72.0,92.0,52.0,70.0,78.33
889,Joseph Harper,male,False,12.0,95.0,96.0,66.0,68.0,90.0,91.0,99.0,94.0
890,Ryan Salazar,male,False,8.0,81.0,90.0,71.0,97.0,81.0,86.0,73.0,85.67
891,Brenda Davis,female,False,8.0,62.0,69.0,99.0,95.0,73.0,79.0,83.0,70.0
892,Chad Taylor,male,False,8.0,95.0,92.0,89.0,64.0,77.0,80.0,66.0,89.0
893,Natasha Edwards,female,True,0.0,64.0,62.0,51.0,85.0,74.0,91.0,93.0,72.33
894,Pamela Edwards,female,False,14.0,96.0,67.0,88.0,82.0,90.0,74.0,96.0,79.0
895,Cynthia Richardson,female,True,3.0,40.0,58.0,57.0,68.0,57.0,99.0,95.0,65.67
896,Robert Johnson,male,False,19.0,87.0,80.0,84.0,65.0,91.0,84.0,65.0,83.67
897,Kevin Ryan,male,False,29.0,74.0,95.0,82.0,61.0,70.0,88.0,92.0,85.67
898,Eileen Nicholson,female,True,0.0,51.0,56.0,64.0,85.0,91.0,78.0,97.0,61.67
899,Robert Torres,male,False,5.0,57.0,74.0,98.0,93.0,63.0,70.0,67.0,67.0
900,Alicia Beltran,female,False,4.0,84.0,54.0,52.0,52.0,65.0,54.0,69.0,64.0
901,Jessica Wong,female,False,1.0,84.0,83.0,71.0,98.0,93.0,95.0,99.0,87.33
902,Ruben Meyer,male,False,12.0,100.0,84.0,73.0,96.0,97.0,85.0,63.0,89.67
903,Megan Alexander,female,False,27.0,90.0,91.0,88.0,95.0,98.0,99.0,71.0,93.33
904,Jennifer Gonzalez,female,False,12.0,97.0,77.0,66.0,93.0,99.0,78.0,91.0,84.0
905,Carl Ferguson,male,False,21.0,77.0,93.0,69.0,75.0,88.0,81.0,89.0,83.67
906,Valerie Romero,female,False,15.0,82.0,61.0,79.0,84.0,73.0,95.0,85.0,79.33
907,Laura Romero,female,False,26.0,89.0,68.0,83.0,88.0,69.0,79.0,74.0,78.67
908,Heidi Adams,female,True,3.0,43.0,83.0,58.0,89.0,87.0,78.0,86.0,68.0
909,Regina Spencer,female,False,31.0,86.0,85.0,66.0,94.0,62.0,86.0,92.0,85.67
910,Lee Campbell,male,False,31.0,92.0,74.0,95.0,97.0,87.0,78.0,68.0,81.33
911,Noah Mcdaniel,male,False,3.0,71.0,70.0,60.0,84.0,87.0,87.0,64.0,76.0
912,Dorothy Mitchell,female,False,16.0,92.0,81.0,71.0,97.0,96.0,72.0,63.0,81.67
913,Michael Mccarthy,male,False,29.0,77.0,92.0,65.0,62.0,76.0,84.0,100.0,84.33
914,Matthew Jones,male,False,31.0,90.0,62.0,87.0,63.0,77.0,71.0,68.0,74.33
915,John Riley,male,False,46.0,91.0,85.0,98.0,96.0,98.0,96.0,93.0,90.67
916,Shelly Dominguez,female,False,24.0,88.0,72.0,96.0,97.0,71.0,60.0,61.0,73.33
917,Ann Evans,female,False,2.0,98.0,73.0,85.0,78.0,61.0,74.0,96.0,81.67
918,David Perez,male,True,2.0,87.0,60.0,67.0,88.0,99.0,56.0,92.0,67.67
919,Nicole Bell,female,False,9.0,66.0,64.0,82.0,82.0,72.0,96.0,100.0,75.33
920,Amanda Garcia,female,True,0.0,83.0,98.0,51.0,72.0,90.0,59.0,73.0,80.0
921,Charles Owens,male,False,4.0,40.0,94.0,90.0,68.0,61.0,77.0,92.0,70.33
922,Teresa Henry,female,False,4.0,43.0,90.0,78.0,63.0,68.0,63.0,72.0,65.33
923,Luis Frank,male,False,34.0,100.0,97.0,74.0,74.0,82.0,75.0,69.0,90.67
924,Timothy Booth,male,False,34.0,93.0,70.0,74.0,78.0,94.0,75.0,96.0,79.33
925,Michael Moon,male,False,32.0,98.0,86.0,82.0,72.0,79.0,93.0,94.0,92.33
926,Rachel Hall,female,True,23.0,90.0,95.0,73.0,81.0,81.0,62.0,81.0,82.33
927,Thomas Nguyen,male,False,20.0,90.0,77.0,86.0,91.0,76.0,78.0,62.0,81.67
928,Tiffany Fields,female,False,5.0,68.0,67.0,65.0,68.0,63.0,97.0,63.0,77.33
929,Jessica Marshall,female,False,15.0,91.0,60.0,98.0,77.0,72.0,74.0,63.0,75.0
930,Maurice Nguyen,male,False,21.0,87.0,74.0,92.0,67.0,85.0,63.0,87.0,74.67
931,William Kelly,male,False,30.0,91.0,90.0,88.0,92.0,75.0,98.0,91.0,93.0
932,Harry Hunter,male,False,15.0,98.0,72.0,87.0,74.0,100.0,84.0,85.0,84.67
933,Gary Gentry,male,False,18.0,85.0,74.0,79.0,82.0,71.0,87.0,67.0,82.0
934,Maria Malone,female,True,4.0,40.0,97.0,71.0,70.0,73.0,81.0,85.0,72.67
935,Jason Vazquez,male,False,24.0,76.0,75.0,76.0,67.0,60.0,77.0,100.0,76.0
936,Patrick West,male,False,15.0,89.0,76.0,84.0,93.0,64.0,86.0,95.0,83.67
937,Alexandra Brown,female,False,2.0,76.0,73.0,74.0,73.0,81.0,87.0,84.0,78.67
938,Jennifer Torres,female,False,14.0,91.0,61.0,100.0,88.0,73.0,84.0,100.0,78.67
939,Daniel Smith,male,False,5.0,55.0,58.0,96.0,88.0,99.0,98.0,71.0,70.33
940,Catherine Boyle,female,False,0.0,93.0,88.0,76.0,73.0,67.0,88.0,76.0,89.67
941,Amanda Bush,female,False,10.0,84.0,68.0,60.0,86.0,90.0,84.0,81.0,78.67
942,Emma Copeland,female,True,2.0,62.0,65.0,98.0,52.0,66.0,94.0,82.0,73.67
943,Bradley Avery,male,False,30.0,80.0,81.0,75.0,72.0,71.0,84.0,87.0,81.67
944,Danielle Martinez,female,False,28.0,93.0,84.0,85.0,94.0,95.0,74.0,83.0,83.67
945,Anna Wolf,female,False,29.0,92.0,82.0,63.0,61.0,66.0,84.0,98.0,86.0
946,Megan Whitaker,female,False,35.0,87.0,89.0,91.0,89.0,93.0,92.0,95.0,89.33
947,Melissa Richard,female,False,12.0,83.0,69.0,93.0,60.0,98.0,83.0,88.0,78.33
948,Richard Small,male,True,32.0,95.0,75.0,87.0,67.0,96.0,86.0,85.0,85.33
949,Victor Phillips,male,False,27.0,79.0,65.0,92.0,67.0,78.0,66.0,98.0,70.0
950,Madison Callahan,female,False,25.0,87.0,68.0,84.0,92.0,96.0,88.0,60.0,81.0
951,Connor Olson,male,False,11.0,94.0,92.0,76.0,74.0,65.0,96.0,87.0,94.0
952,Hunter Allen,male,False,2.0,82.0,77.0,95.0,81.0,83.0,73.0,76.0,77.33
953,Shannon Johnson,female,False,24.0,90.0,98.0,89.0,78.0,74.0,93.0,65.0,93.67
954,Samantha Alexander,female,False,16.0,100.0,68.0,62.0,76.0,72.0,94.0,89.0,87.33
955,Justin Lester,male,False,1.0,98.0,85.0,75.0,66.0,73.0,88.0,85.0,90.33
956,Hunter Miller,male,False,2.0,80.0,84.0,94.0,63.0,62.0,72.0,68.0,78.67
957,Shelia Rogers,female,False,35.0,89.0,91.0,96.0,100.0,95.0,93.0,86.0,91.0
958,Laura Walker,female,False,5.0,96.0,67.0,74.0,90.0,75.0,95.0,83.0,86.0
959,Ashley Green,female,False,14.0,94.0,82.0,80.0,80.0,33.0,93.0,78.0,89.67
960,Beth Bonilla,female,False,26.0,64.0,65.0,97.0,96.0,80.0,80.0,78.0,69.67
961,Ray Padilla,male,False,41.0,89.0,89.0,100.0,96.0,96.0,85.0,92.0,87.67
962,Jennifer Cummings,female,False,6.0,97.0,78.0,99.0,88.0,69.0,98.0,60.0,91.0
963,Daniel Peterson,male,False,35.0,91.0,97.0,87.0,93.0,94.0,90.0,88.0,92.67
964,Andrew Miller,male,False,30.0,96.0,98.0,99.0,65.0,95.0,76.0,68.0,90.0
965,Scott Jacobson,male,False,12.0,81.0,68.0,97.0,86.0,90.0,78.0,80.0,75.67
966,Jennifer Baker,female,False,29.0,87.0,89.0,61.0,66.0,72.0,90.0,61.0,88.67
967,Suzanne Morrow,female,True,4.0,67.0,56.0,77.0,93.0,95.0,50.0,74.0,57.67
968,Melissa Gonzales,female,True,0.0,100.0,95.0,60.0,89.0,77.0,89.0,67.0,94.67
969,Erik Miller,male,False,17.0,88.0,74.0,60.0,60.0,78.0,94.0,69.0,85.33
970,Pamela Flores,female,False,20.0,86.0,64.0,100.0,76.0,99.0,77.0,86.0,75.67
971,Amanda Hernandez,female,False,35.0,85.0,87.0,90.0,88.0,87.0,97.0,100.0,89.67
972,Gregory Schaefer,male,False,26.0,93.0,95.0,80.0,88.0,83.0,62.0,65.0,83.33
973,Annette Logan,female,False,24.0,80.0,66.0,77.0,81.0,99.0,99.0,83.0,81.67
974,Tamara Long,female,True,0.0,56.0,67.0,57.0,79.0,87.0,89.0,89.0,70.67
975,John Baker,male,False,32.0,87.0,62.0,84.0,96.0,69.0,98.0,64.0,82.33
976,Justin Lynch,male,False,4.0,97.0,85.0,96.0,61.0,97.0,79.0,70.0,87.0
977,Daniel Knight,male,False,34.0,86.0,67.0,98.0,86.0,86.0,83.0,89.0,78.67
978,Angelica Jones,female,True,29.0,97.0,85.0,81.0,71.0,62.0,62.0,82.0,81.33
979,Lance Nelson,male,False,35.0,91.0,94.0,97.0,97.0,100.0,88.0,99.0,91.0
980,Katherine Jacobson,female,False,23.0,86.0,64.0,96.0,84.0,86.0,96.0,92.0,82.0
981,Corey Taylor,male,True,5.0,90.0,97.0,54.0,59.0,82.0,76.0,72.0,87.67
982,Laura Russell,female,False,1.0,95.0,87.0,87.0,84.0,95.0,84.0,65.0,88.67
983,Arthur Harris,male,False,31.0,90.0,100.0,76.0,76.0,84.0,79.0,84.0,89.67
984,Victoria Garcia,female,False,14.0,66.0,68.0,87.0,70.0,77.0,76.0,89.0,70.0
985,David Gonzales,male,False,3.0,81.0,92.0,72.0,91.0,67.0,71.0,88.0,81.33
986,Charles Thomas,male,True,18.0,85.0,99.0,86.0,69.0,68.0,98.0,62.0,94.0
987,Oscar Gonzalez,male,False,47.0,94.0,90.0,95.0,85.0,98.0,91.0,96.0,91.67
988,Sarah Miller,female,False,4.0,81.0,71.0,83.0,63.0,80.0,79.0,83.0,77.0
989,Eric Davis,male,True,32.0,97.0,87.0,95.0,67.0,98.0,93.0,89.0,92.33
990,Patrick Martin,male,False,20.0,100.0,79.0,72.0,98.0,87.0,76.0,76.0,85.0
991,Susan Schmidt,female,True,3.0,54.0,64.0,72.0,80.0,98.0,83.0,85.0,67.0
992,Brett Bell,male,True,19.0,97.0,87.0,70.0,74.0,73.0,74.0,81.0,86.0
993,Dennis Summers,male,False,5.0,65.0,83.0,67.0,84.0,89.0,65.0,73.0,71.0
994,Brandon Smith,male,False,0.0,53.0,51.0,57.0,72.0,77.0,78.0,79.0,60.67
995,Nicole Williams,female,False,9.0,82.0,74.0,80.0,88.0,92.0,96.0,95.0,84.0
996,Rachel Frye,female,False,4.0,93.0,90.0,79.0,54.0,53.0,99.0,79.0,94.0
997,Tyler Cabrera,male,False,22.0,93.0,90.0,73.0,94.0,81.0,84.0,74.0,89.0
998,Maureen Jones,female,False,3.0,91.0,95.0,88.0,89.0,58.0,81.0,69.0,89.0
999,Pamela Green,female,False,33.0,99.0,91.0,85.0,100.0,84.0,77.0,98.0,89.0
1000,Jeffery Mcdonald,male,False,13.0,87.0,63.0,81.0,85.0,62.0,98.0,81.0,82.67
1001,Austin Matthews,male,False,19.0,83.0,79.0,91.0,62.0,63.0,76.0,93.0,79.33
1002,Jacqueline Allen,female,False,10.0,59.0,73.0,90.0,74.0,95.0,77.0,81.0,69.67
1003,Joanna Dominguez,female,True,29.0,74.0,68.0,71.0,60.0,97.0,64.0,63.0,68.67
1004,Brian Griffin,male,False,31.0,81.0,98.0,71.0,92.0,74.0,93.0,63.0,90.67
1005,Dean Lee,male,False,3.0,80.0,92.0,85.0,81.0,94.0,75.0,72.0,82.33
1006,Denise Rodriguez,female,False,29.0,89.0,66.0,72.0,77.0,79.0,95.0,92.0,83.33
1007,Brendan Rivera,male,True,34.0,65.0,78.0,82.0,65.0,100.0,92.0,64.0,78.33
1008,Jackson Smith,male,True,4.0,94.0,61.0,60.0,77.0,75.0,93.0,60.0,82.67
1009,Craig Weber,male,False,34.0,93.0,70.0,80.0,67.0,77.0,80.0,91.0,81.0
1010,Joseph Carpenter,male,False,30.0,90.0,69.0,91.0,84.0,65.0,86.0,93.0,81.67
1011,Sarah Tucker,female,False,18.0,67.0,60.0,87.0,73.0,92.0,82.0,70.0,69.67
1012,Steven Hernandez,male,False,32.0,81.0,91.0,73.0,72.0,49.0,81.0,72.0,84.33
1013,Robert Foley,male,False,31.0,95.0,71.0,88.0,96.0,82.0,65.0,80.0,77.0
1014,Michael Carr,male,False,0.0,67.0,50.0,93.0,86.0,66.0,73.0,85.0,63.33
1015,Walter Herrera,male,False,3.0,83.0,69.0,99.0,88.0,87.0,81.0,68.0,77.67
1016,Sarah Mckinney,female,False,5.0,87.0,96.0,67.0,64.0,67.0,81.0,90.0,88.0
1017,Jacob Nguyen,male,False,24.0,82.0,71.0,84.0,68.0,74.0,64.0,73.0,72.33
1018,Mary Garza,female,False,27.0,97.0,87.0,65.0,90.0,66.0,84.0,75.0,89.33
1019,Jesse Hawkins,male,False,21.0,88.0,67.0,77.0,89.0,97.0,70.0,71.0,75.0
1020,Jordan Boyd,female,False,32.0,91.0,94.0,81.0,61.0,61.0,82.0,73.0,89.0
1021,Latoya Mullins,female,True,5.0,77.0,60.0,83.0,65.0,81.0,80.0,88.0,72.33
1022,Jill Armstrong,female,False,7.0,94.0,65.0,96.0,77.0,83.0,75.0,98.0,78.0
1023,Aaron Peterson,male,True,1.0,100.0,82.0,91.0,82.0,70.0,51.0,77.0,77.67
1024,April Greene,female,False,22.0,96.0,75.0,79.0,72.0,69.0,94.0,64.0,88.33
1025,Theodore Gomez,male,False,15.0,75.0,64.0,76.0,65.0,44.0,80.0,91.0,73.0
1026,John Gardner,male,False,12.0,94.0,84.0,85.0,63.0,67.0,89.0,66.0,89.0
1027,Joseph Petersen,male,False,21.0,89.0,100.0,89.0,65.0,91.0,83.0,61.0,90.67
1028,Matthew Potter,male,True,24.0,100.0,80.0,74.0,87.0,77.0,95.0,92.0,91.67
1029,Linda Munoz,female,False,18.0,94.0,97.0,61.0,67.0,77.0,88.0,70.0,93.0
1030,Samantha Stewart,female,False,4.0,78.0,78.0,100.0,87.0,98.0,80.0,98.0,78.67
1031,Michael Reyes,male,True,5.0,65.0,71.0,88.0,57.0,75.0,62.0,62.0,66.0
1032,Sarah Murphy,female,True,32.0,68.0,81.0,72.0,76.0,93.0,94.0,97.0,81.0
1033,Derrick Melton,male,False,0.0,93.0,78.0,98.0,76.0,86.0,89.0,92.0,86.67
1034,Donna Horne,female,False,34.0,100.0,64.0,95.0,83.0,83.0,94.0,83.0,86.0
1035,Natasha Butler,female,False,28.0,85.0,99.0,64.0,78.0,63.0,95.0,91.0,93.0
1036,David Vasquez,male,True,30.0,80.0,93.0,82.0,89.0,94.0,95.0,70.0,89.33
1037,Christopher Lester,male,False,31.0,97.0,80.0,60.0,98.0,86.0,83.0,75.0,86.67
1038,Martin Franco,male,False,33.0,85.0,90.0,100.0,84.0,95.0,77.0,62.0,84.0
1039,Katherine Donaldson,female,False,28.0,87.0,76.0,87.0,98.0,61.0,92.0,81.0,85.0
1040,Harold Daniels,male,False,31.0,79.0,70.0,82.0,63.0,90.0,89.0,96.0,79.33
1041,Michael Anderson,male,True,7.0,87.0,86.0,73.0,88.0,98.0,71.0,85.0,81.33
1042,Nichole Harrington,female,False,28.0,72.0,88.0,62.0,60.0,97.0,86.0,64.0,82.0
1043,Wendy Clark,female,False,44.0,89.0,99.0,93.0,99.0,87.0,89.0,98.0,92.33
1044,Chelsea Taylor,female,True,13.0,62.0,88.0,87.0,90.0,84.0,88.0,95.0,79.33
1045,Jeffrey Knight,male,False,15.0,93.0,84.0,86.0,82.0,62.0,87.0,84.0,88.0
1046,Katelyn Watkins,female,False,16.0,75.0,97.0,97.0,83.0,74.0,74.0,74.0,82.0
1047,Anne Johnston,female,False,18.0,75.0,66.0,61.0,69.0,68.0,96.0,63.0,79.0
1048,Rebecca Carpenter,female,False,28.0,88.0,93.0,92.0,70.0,90.0,94.0,85.0,91.67
1049,Ashley Baker,female,False,29.0,86.0,95.0,95.0,72.0,72.0,80.0,65.0,87.0
1050,Lacey Norris,female,False,30.0,86.0,98.0,97.0,75.0,83.0,95.0,80.0,93.0
1051,Angela Moore,female,False,32.0,99.0,95.0,88.0,68.0,91.0,62.0,75.0,85.33
1052,Maria Obrien,female,False,19.0,95.0,85.0,76.0,96.0,68.0,74.0,93.0,84.67
1053,Rebecca Larsen,female,False,18.0,92.0,72.0,61.0,93.0,86.0,97.0,79.0,87.0
1054,Amanda Rodriguez,female,False,23.0,88.0,91.0,96.0,99.0,85.0,62.0,86.0,80.33
1055,Patrick Clark,male,False,16.0,92.0,60.0,76.0,61.0,94.0,93.0,94.0,81.67
1056,Janet Morrison,female,True,1.0,70.0,70.0,75.0,83.0,60.0,86.0,62.0,75.33
1057,James Acosta,male,True,35.0,85.0,90.0,98.0,92.0,89.0,88.0,95.0,87.67
1058,Richard Burke,male,False,32.0,79.0,78.0,69.0,80.0,72.0,71.0,88.0,76.0
1059,Donald Contreras,male,False,31.0,60.0,88.0,75.0,94.0,87.0,82.0,79.0,76.67
1060,Kenneth Mendez,male,False,0.0,63.0,86.0,89.0,87.0,67.0,73.0,80.0,74.0
1061,Kenneth Sparks,male,False,24.0,99.0,77.0,82.0,60.0,88.0,91.0,93.0,89.0
1062,Natasha Morales,female,False,13.0,93.0,61.0,71.0,82.0,43.0,94.0,88.0,82.67
1063,David Mendoza,male,False,4.0,63.0,72.0,92.0,82.0,84.0,82.0,60.0,72.33
1064,Melissa Wright,female,False,1.0,81.0,86.0,84.0,78.0,63.0,86.0,73.0,84.33
1065,Cindy Hamilton,female,False,27.0,60.0,61.0,66.0,82.0,100.0,76.0,79.0,65.67
1066,Nancy Walker,female,True,4.0,68.0,50.0,68.0,53.0,58.0,87.0,74.0,68.33
1067,Matthew Peterson,male,False,8.0,89.0,97.0,65.0,75.0,61.0,60.0,60.0,82.0
1068,Grant Mason,male,False,35.0,86.0,87.0,89.0,91.0,90.0,85.0,92.0,86.0
1069,David Mays,male,False,7.0,71.0,96.0,83.0,76.0,60.0,87.0,74.0,84.67
1070,Sheryl Parker,female,False,4.0,72.0,69.0,58.0,79.0,70.0,50.0,98.0,63.67
1071,Ross Sanchez,male,False,25.0,74.0,67.0,90.0,69.0,83.0,89.0,68.0,76.67
1072,Robert Barnett,male,False,28.0,99.0,84.0,75.0,81.0,91.0,87.0,63.0,90.0
1073,Dean Sims,male,False,19.0,99.0,78.0,74.0,95.0,72.0,65.0,91.0,80.67
1074,Jaime Morrison,male,False,16.0,88.0,71.0,82.0,98.0,91.0,73.0,74.0,77.33
1075,Regina Hernandez,female,False,6.0,65.0,72.0,77.0,89.0,74.0,76.0,61.0,71.0
1076,Margaret Smith,female,True,4.0,90.0,99.0,87.0,81.0,90.0,80.0,92.0,89.67
1077,Kyle Garcia,male,False,34.0,91.0,88.0,79.0,60.0,82.0,96.0,83.0,91.67
1078,Trevor Stark,male,True,31.0,86.0,92.0,66.0,66.0,100.0,99.0,91.0,92.33
1079,Nathaniel Adams,male,False,27.0,86.0,84.0,98.0,67.0,76.0,75.0,65.0,81.67
1080,Gabriela Martinez,female,False,22.0,92.0,91.0,85.0,94.0,69.0,80.0,71.0,87.67
1081,Debra Walter,female,False,25.0,90.0,97.0,64.0,64.0,61.0,81.0,93.0,89.33
1082,Kimberly Herrera,female,False,19.0,98.0,69.0,61.0,62.0,82.0,87.0,64.0,84.67
1083,William Fleming,male,False,28.0,72.0,93.0,68.0,62.0,83.0,98.0,67.0,87.67
1084,Brandon Foster,male,True,34.0,77.0,93.0,83.0,84.0,83.0,84.0,71.0,84.67
1085,John Wilson,male,False,5.0,75.0,52.0,84.0,70.0,81.0,99.0,85.0,75.33
1086,George Kerr,male,True,34.0,94.0,82.0,83.0,76.0,83.0,93.0,94.0,89.67
1087,Kenneth Gilbert,male,False,34.0,75.0,88.0,71.0,62.0,90.0,78.0,95.0,80.33
1088,Jodi Price,female,False,19.0,91.0,91.0,66.0,97.0,62.0,89.0,82.0,90.33
1089,Jordan Sheppard,male,False,13.0,75.0,64.0,100.0,63.0,98.0,71.0,73.0,70.0
1090,Tristan Martinez,male,False,18.0,93.0,79.0,86.0,72.0,89.0,61.0,98.0,77.67
1091,Sharon Chandler,female,False,1.0,86.0,81.0,80.0,85.0,62.0,86.0,69.0,84.33
1092,Steven Allen,male,False,29.0,92.0,61.0,96.0,79.0,97.0,89.0,78.0,80.67
1093,Douglas Robertson,male,False,34.0,90.0,91.0,61.0,72.0,64.0,84.0,72.0,88.33
1094,Sabrina Zavala,female,False,31.0,92.0,78.0,96.0,91.0,82.0,98.0,100.0,89.33
1095,Corey Merritt,male,False,14.0,90.0,88.0,71.0,96.0,72.0,74.0,80.0,84.0
1096,Jennifer Salas,female,False,32.0,78.0,92.0,77.0,100.0,61.0,82.0,61.0,84.0
1097,John Klein,male,False,5.0,82.0,58.0,58.0,91.0,91.0,55.0,98.0,65.0
1098,Rachel Grant,female,False,33.0,86.0,62.0,81.0,63.0,75.0,92.0,95.0,80.0
1099,Jose Wood,male,False,32.0,83.0,63.0,93.0,94.0,93.0,90.0,78.0,78.67
1100,Michelle Mcdonald,female,False,11.0,69.0,85.0,70.0,79.0,68.0,81.0,89.0,78.33
1101,Thomas George,male,False,12.0,83.0,81.0,96.0,96.0,62.0,82.0,77.0,82.0
1102,Charles Torres,male,False,24.0,84.0,63.0,98.0,70.0,92.0,78.0,93.0,75.0
1103,Jonathan Finley,male,False,29.0,89.0,71.0,77.0,88.0,66.0,80.0,87.0,80.0
